[1],0.064
[2],0.05
[4],0.06
[8],0.144
[10],0.05
[12],0.128
[17],0.058
[21],0.084
[25],0.078
[26],0.056
[27],0.08
[28],0.06
[31],0.072
[32],0.13
[33],0.058
[35],0.058
[38],0.08
[39],0.08
[43],0.066
[45],0.084
[46],0.086
[48],0.1
[51],0.058
[53],0.058
[54],0.088
[55],0.114
[58],0.066
[68],0.064
[69],0.116
[70],0.116
[71],0.156
[72],0.128
[73],0.128
[74],0.054
[78],0.058
[82],0.098
[85],0.064
[88],0.05
[93],0.072
[97],0.072
[100],0.06
[104],0.086
[110],0.108
[111],0.07
[112],0.1
[114],0.054
[115],0.088
[116],0.058
[118],0.09
[120],0.168
[122],0.082
[129],0.09
[130],0.068
[132],0.07
[140],0.172
[141],0.056
[142],0.058
[145],0.128
[151],0.122
[155],0.066
[158],0.052
[159],0.06
[161],0.104
[168],0.062
[171],0.072
[173],0.056
[175],0.07
[177],0.158
[180],0.056
[183],0.098
[187],0.054
[192],0.082
[196],0.09
[197],0.084
[198],0.098
[201],0.06
[204],0.116
[205],0.186
[207],0.072
[217],0.198
[220],0.058
[227],0.076
[229],0.124
[234],0.068
[236],0.122
[239],0.112
[242],0.084
[254],0.07
[258],0.054
[259],0.058
[265],0.056
[266],0.114
[274],0.062
[275],0.066
[276],0.1
[279],0.1
[280],0.08
[283],0.118
[290],0.06
[294],0.142
[296],0.062
[298],0.054
[300],0.05
[308],0.056
[310],0.072
[316],0.128
[319],0.062
[321],0.05
[322],0.06
[326],0.094
[334],0.09
[339],0.062
[345],0.058
[346],0.074
[348],0.068
[349],0.076
[350],0.112
[351],0.056
[354],0.14
[362],0.146
[366],0.058
[368],0.282
[373],0.112
[377],0.094
[381],0.126
[385],0.05
[387],0.09
[390],0.09
[395],0.062
[401],0.138
[405],0.052
[408],0.058
[411],0.054
[413],0.114
[414],0.072
[419],0.196
[421],0.05
[423],0.05
[424],0.072
[427],0.106
[430],0.058
[438],0.164
[440],0.066
[449],0.056
[450],0.13
[460],0.124
[467],0.078
[468],0.074
[470],0.14
[472],0.112
[474],0.058
[477],0.092
[480],0.118
[484],0.07
[487],0.112
[489],0.192
[494],0.106
[496],0.064
[509],0.086
[510],0.232
[513],0.064
[522],0.092
[523],0.064
[526],0.09
[529],0.226
[537],0.06
[538],0.13
[540],0.092
[541],0.114
[548],0.076
[550],0.066
[554],0.062
[561],0.098
[567],0.058
[569],0.054
[571],0.074
[572],0.066
[573],0.082
[574],0.06
[576],0.052
[577],0.068
[578],0.062
[579],0.1
[581],0.074
[583],0.052
[593],0.12
[594],0.056
[597],0.116
[598],0.084
[606],0.072
[611],0.062
[612],0.058
[614],0.098
[618],0.062
[620],0.064
[624],0.05
[628],0.07
[629],0.078
[631],0.074
[634],0.132
[638],0.064
[639],0.082
[640],0.05
[641],0.05
[653],0.06
[658],0.09
[661],0.076
[663],0.102
[674],0.112
[675],0.136
[676],0.116
[682],0.172
[684],0.08
[686],0.066
[687],0.076
[690],0.07
[692],0.192
[694],0.124
[701],0.058
[706],0.094
[707],0.062
[710],0.092
[711],0.066
[712],0.05
[720],0.174
[722],0.164
[735],0.07
[736],0.104
[738],0.084
[745],0.06
[746],0.094
[752],0.14
[758],0.092
[763],0.064
[766],0.15
[769],0.096
[775],0.136
[778],0.072
[782],0.068
[784],0.064
[785],0.084
[789],0.06
[790],0.05
[793],0.074
[795],0.112
[797],0.132
[798],0.052
[800],0.082
[804],0.066
[809],0.108
[812],0.064
[814],0.074
[817],0.056
[819],0.054
[820],0.084
[825],0.068
[826],0.076
[829],0.238
[833],0.062
[841],0.078
[843],0.056
[844],0.076
[854],0.116
[860],0.062
[862],0.124
[867],0.06
[871],0.056
[878],0.07
[883],0.138
[885],0.09
[886],0.118
[887],0.058
[888],0.076
[890],0.128
[893],0.108
[895],0.15
[897],0.134
[899],0.074
[900],0.058
[910],0.064
[912],0.05
[913],0.106
[914],0.174
[918],0.094
[919],0.13
[921],0.076
[928],0.054
[934],0.056
[937],0.176
[938],0.054
[941],0.05
[944],0.09
[946],0.06
[947],0.092
[949],0.09
[952],0.076
[956],0.176
[966],0.126
[967],0.076
[968],0.05
[970],0.05
[975],0.056
[982],0.138
[983],0.054
[984],0.088
[988],0.052
[989],0.08
[991],0.066
[992],0.07
[998],0.058
"[368, 450]",0.058
"[368, 489]",0.066
"[368, 682]",0.062
"[368, 692]",0.05
"[368, 722]",0.056
"[450, 368]",0.058
"[489, 368]",0.066
"[489, 692]",0.056
"[682, 368]",0.062
"[692, 368]",0.05
"[692, 489]",0.056
"[722, 368]",0.056
"[205, 529]",0.054
"[529, 205]",0.054
"[120, 368]",0.064
"[140, 368]",0.054
"[140, 419]",0.06
"[217, 368]",0.07
"[217, 914]",0.058
"[362, 368]",0.062
"[368, 120]",0.064
"[368, 140]",0.054
"[368, 217]",0.07
"[368, 362]",0.062
"[368, 419]",0.064
"[368, 914]",0.07
"[419, 140]",0.06
"[419, 368]",0.064
"[914, 217]",0.058
"[914, 368]",0.07
"[529, 937]",0.05
"[937, 529]",0.05
"[120, 529]",0.056
"[529, 120]",0.056
"[368, 829]",0.064
"[829, 368]",0.064
"[692, 829]",0.054
"[829, 692]",0.054
"[368, 797]",0.058
"[797, 368]",0.058
"[438, 489]",0.05
"[489, 438]",0.05
"[489, 956]",0.054
"[956, 489]",0.054
"[205, 368]",0.062
"[368, 205]",0.062
"[368, 529]",0.074
"[529, 368]",0.074
"[32, 205]",0.05
"[205, 32]",0.05
"[217, 529]",0.052
"[529, 217]",0.052
"[368, 510]",0.058
"[510, 368]",0.058
"[368, 720]",0.05
"[368, 937]",0.056
"[720, 368]",0.05
"[937, 368]",0.056
"[177, 579]",0.05
"[579, 177]",0.05
