[8],0.144
[12],0.128
[32],0.13
[48],0.1
[55],0.114
[69],0.116
[70],0.116
[71],0.156
[72],0.128
[73],0.128
[110],0.108
[112],0.1
[120],0.168
[140],0.172
[145],0.128
[151],0.122
[161],0.104
[177],0.158
[204],0.116
[205],0.186
[217],0.198
[229],0.124
[236],0.122
[239],0.112
[266],0.114
[276],0.1
[279],0.1
[283],0.118
[294],0.142
[316],0.128
[350],0.112
[354],0.14
[362],0.146
[368],0.282
[373],0.112
[381],0.126
[401],0.138
[413],0.114
[419],0.196
[427],0.106
[438],0.164
[450],0.13
[460],0.124
[470],0.14
[472],0.112
[480],0.118
[487],0.112
[489],0.192
[494],0.106
[510],0.232
[529],0.226
[538],0.13
[541],0.114
[579],0.1
[593],0.12
[597],0.116
[634],0.132
[663],0.102
[674],0.112
[675],0.136
[676],0.116
[682],0.172
[692],0.192
[694],0.124
[720],0.174
[722],0.164
[736],0.104
[752],0.14
[766],0.15
[775],0.136
[795],0.112
[797],0.132
[809],0.108
[829],0.238
[854],0.116
[862],0.124
[883],0.138
[886],0.118
[890],0.128
[893],0.108
[895],0.15
[897],0.134
[913],0.106
[914],0.174
[919],0.13
[937],0.176
[956],0.176
[966],0.126
[982],0.138
