[8],0.144
[12],0.128
[21],0.084
[27],0.08
[32],0.13
[38],0.08
[39],0.08
[45],0.084
[46],0.086
[48],0.1
[54],0.088
[55],0.114
[69],0.116
[70],0.116
[71],0.156
[72],0.128
[73],0.128
[82],0.098
[104],0.086
[110],0.108
[112],0.1
[115],0.088
[118],0.09
[120],0.168
[122],0.082
[129],0.09
[140],0.172
[145],0.128
[151],0.122
[161],0.104
[177],0.158
[183],0.098
[192],0.082
[196],0.09
[197],0.084
[198],0.098
[204],0.116
[205],0.186
[217],0.198
[229],0.124
[236],0.122
[239],0.112
[242],0.084
[266],0.114
[276],0.1
[279],0.1
[280],0.08
[283],0.118
[294],0.142
[316],0.128
[326],0.094
[334],0.09
[350],0.112
[354],0.14
[362],0.146
[368],0.282
[373],0.112
[377],0.094
[381],0.126
[387],0.09
[390],0.09
[401],0.138
[413],0.114
[419],0.196
[427],0.106
[438],0.164
[450],0.13
[460],0.124
[470],0.14
[472],0.112
[477],0.092
[480],0.118
[487],0.112
[489],0.192
[494],0.106
[509],0.086
[510],0.232
[522],0.092
[526],0.09
[529],0.226
[538],0.13
[540],0.092
[541],0.114
[561],0.098
[573],0.082
[579],0.1
[593],0.12
[597],0.116
[598],0.084
[614],0.098
[634],0.132
[639],0.082
[658],0.09
[663],0.102
[674],0.112
[675],0.136
[676],0.116
[682],0.172
[684],0.08
[692],0.192
[694],0.124
[706],0.094
[710],0.092
[720],0.174
[722],0.164
[736],0.104
[738],0.084
[746],0.094
[752],0.14
[758],0.092
[766],0.15
[769],0.096
[775],0.136
[785],0.084
[795],0.112
[797],0.132
[800],0.082
[809],0.108
[820],0.084
[829],0.238
[854],0.116
[862],0.124
[883],0.138
[885],0.09
[886],0.118
[890],0.128
[893],0.108
[895],0.15
[897],0.134
[913],0.106
[914],0.174
[918],0.094
[919],0.13
[937],0.176
[944],0.09
[947],0.092
[949],0.09
[956],0.176
[966],0.126
[982],0.138
[984],0.088
[989],0.08
