[1],0.064
[2],0.05
[3],0.034
[4],0.06
[5],0.044
[8],0.144
[10],0.05
[12],0.128
[15],0.032
[17],0.058
[21],0.084
[22],0.04
[24],0.048
[25],0.078
[26],0.056
[27],0.08
[28],0.06
[31],0.072
[32],0.13
[33],0.058
[35],0.058
[38],0.08
[39],0.08
[41],0.042
[43],0.066
[45],0.084
[46],0.086
[48],0.1
[51],0.058
[52],0.038
[53],0.058
[54],0.088
[55],0.114
[57],0.042
[58],0.066
[59],0.032
[68],0.064
[69],0.116
[70],0.116
[71],0.156
[72],0.128
[73],0.128
[74],0.054
[78],0.058
[82],0.098
[85],0.064
[88],0.05
[89],0.04
[90],0.032
[93],0.072
[95],0.034
[96],0.034
[97],0.072
[100],0.06
[104],0.086
[108],0.042
[110],0.108
[111],0.07
[112],0.1
[114],0.054
[115],0.088
[116],0.058
[117],0.042
[118],0.09
[120],0.168
[122],0.082
[125],0.042
[127],0.048
[129],0.09
[130],0.068
[132],0.07
[138],0.03
[140],0.172
[141],0.056
[142],0.058
[143],0.038
[145],0.128
[146],0.036
[147],0.032
[151],0.122
[154],0.036
[155],0.066
[157],0.038
[158],0.052
[159],0.06
[161],0.104
[162],0.036
[163],0.034
[165],0.046
[168],0.062
[171],0.072
[172],0.04
[173],0.056
[175],0.07
[176],0.044
[177],0.158
[180],0.056
[181],0.04
[183],0.098
[185],0.044
[187],0.054
[192],0.082
[193],0.044
[194],0.032
[196],0.09
[197],0.084
[198],0.098
[201],0.06
[203],0.036
[204],0.116
[205],0.186
[207],0.072
[208],0.038
[210],0.048
[212],0.04
[214],0.032
[215],0.036
[216],0.032
[217],0.198
[220],0.058
[226],0.042
[227],0.076
[229],0.124
[234],0.068
[236],0.122
[239],0.112
[240],0.04
[241],0.034
[242],0.084
[249],0.04
[254],0.07
[256],0.046
[258],0.054
[259],0.058
[265],0.056
[266],0.114
[268],0.034
[272],0.044
[274],0.062
[275],0.066
[276],0.1
[277],0.03
[279],0.1
[280],0.08
[283],0.118
[285],0.044
[290],0.06
[294],0.142
[296],0.062
[298],0.054
[299],0.032
[300],0.05
[304],0.04
[307],0.032
[308],0.056
[310],0.072
[314],0.036
[316],0.128
[318],0.032
[319],0.062
[320],0.032
[321],0.05
[322],0.06
[326],0.094
[328],0.042
[332],0.038
[333],0.03
[334],0.09
[335],0.04
[336],0.036
[338],0.04
[339],0.062
[343],0.048
[345],0.058
[346],0.074
[347],0.044
[348],0.068
[349],0.076
[350],0.112
[351],0.056
[352],0.038
[354],0.14
[355],0.034
[357],0.032
[362],0.146
[364],0.036
[366],0.058
[368],0.282
[371],0.04
[373],0.112
[375],0.04
[376],0.038
[377],0.094
[378],0.034
[381],0.126
[385],0.05
[387],0.09
[390],0.09
[395],0.062
[397],0.032
[401],0.138
[403],0.036
[405],0.052
[407],0.03
[408],0.058
[411],0.054
[412],0.038
[413],0.114
[414],0.072
[415],0.034
[417],0.042
[419],0.196
[421],0.05
[423],0.05
[424],0.072
[427],0.106
[430],0.058
[432],0.03
[438],0.164
[440],0.066
[443],0.038
[449],0.056
[450],0.13
[458],0.046
[460],0.124
[461],0.04
[464],0.03
[467],0.078
[468],0.074
[470],0.14
[472],0.112
[474],0.058
[477],0.092
[480],0.118
[484],0.07
[486],0.04
[487],0.112
[489],0.192
[490],0.046
[492],0.042
[494],0.106
[496],0.064
[505],0.042
[507],0.046
[509],0.086
[510],0.232
[511],0.038
[512],0.03
[513],0.064
[516],0.042
[517],0.034
[521],0.044
[522],0.092
[523],0.064
[525],0.034
[526],0.09
[527],0.036
[528],0.048
[529],0.226
[530],0.044
[534],0.042
[537],0.06
[538],0.13
[540],0.092
[541],0.114
[548],0.076
[550],0.066
[553],0.03
[554],0.062
[557],0.032
[558],0.036
[561],0.098
[562],0.044
[567],0.058
[568],0.044
[569],0.054
[571],0.074
[572],0.066
[573],0.082
[574],0.06
[576],0.052
[577],0.068
[578],0.062
[579],0.1
[581],0.074
[583],0.052
[585],0.042
[588],0.048
[593],0.12
[594],0.056
[595],0.034
[597],0.116
[598],0.084
[601],0.042
[602],0.04
[605],0.034
[606],0.072
[611],0.062
[612],0.058
[614],0.098
[617],0.034
[618],0.062
[620],0.064
[622],0.038
[623],0.04
[624],0.05
[628],0.07
[629],0.078
[631],0.074
[634],0.132
[638],0.064
[639],0.082
[640],0.05
[641],0.05
[647],0.03
[648],0.038
[649],0.04
[651],0.048
[653],0.06
[655],0.042
[657],0.044
[658],0.09
[659],0.042
[661],0.076
[663],0.102
[665],0.044
[673],0.03
[674],0.112
[675],0.136
[676],0.116
[678],0.034
[682],0.172
[684],0.08
[686],0.066
[687],0.076
[689],0.038
[690],0.07
[692],0.192
[694],0.124
[697],0.044
[701],0.058
[705],0.048
[706],0.094
[707],0.062
[710],0.092
[711],0.066
[712],0.05
[715],0.044
[718],0.03
[719],0.036
[720],0.174
[722],0.164
[732],0.038
[733],0.036
[735],0.07
[736],0.104
[738],0.084
[740],0.03
[741],0.03
[742],0.04
[744],0.042
[745],0.06
[746],0.094
[749],0.036
[752],0.14
[758],0.092
[760],0.042
[763],0.064
[766],0.15
[769],0.096
[771],0.048
[775],0.136
[778],0.072
[780],0.046
[782],0.068
[784],0.064
[785],0.084
[788],0.038
[789],0.06
[790],0.05
[792],0.046
[793],0.074
[795],0.112
[797],0.132
[798],0.052
[800],0.082
[803],0.032
[804],0.066
[805],0.048
[807],0.038
[809],0.108
[812],0.064
[814],0.074
[817],0.056
[819],0.054
[820],0.084
[824],0.034
[825],0.068
[826],0.076
[828],0.048
[829],0.238
[831],0.048
[832],0.036
[833],0.062
[835],0.042
[841],0.078
[843],0.056
[844],0.076
[846],0.038
[852],0.03
[853],0.032
[854],0.116
[855],0.046
